Date,Open,High,Low,Close,ChangePct,AmplitudePct,Volume,Amount,TurnoverRate,TradeCount
2014-05-23,0.29579833867000466,0.29579833867000466,0.28348334081697313,0.28348334081697313,0.0,0.0,36637190.6772343,145552.41512928673,0.0,128047.0
2014-05-26,0.30750101476881325,0.30750101476881325,0.2664341943784365,0.2958008652046316,1.06,1.21,30533480.493928313,119069.70869494339,0.0,111361.0
2014-05-27,0.3085755131224325,0.3085755131224325,0.27251209972939183,0.27251209972939183,-1.15,1.26,27672863.9214745,105254.84195933996,0.0,97943.0
2014-05-28,0.28707437398983415,0.28707437398983415,0.2785761564702262,0.28657428043425104,2.9,3.1,36837137.47145346,139237.29816862193,0.0,131394.0
2014-05-29,0.27167242936553954,0.2935969027648912,0.27167242936553954,0.2927277971619651,-1.15,2.15,34763501.618312724,128845.5629941408,0.0,125590.0
2014-05-30,0.2786827659064673,0.2982299680811906,0.2786827659064673,0.2982299680811906,3.05,4.05,44222823.022168964,173205.50174011456,0.0,163227.0
2014-06-03,0.2728761085906611,0.29990205461588487,0.2728761085906611,0.29990205461588487,-1.32,1.54,35951535.22303867,146030.98596370596,0.0,126348.0
2014-06-04,0.2742280297196474,0.28194053622652965,0.2742280297196474,0.27750614897800674,-1.11,1.67,27509776.57780663,108311.0964995294,0.0,106566.0
2014-06-05,0.2747990783497737,0.2876953659734265,0.2660453768835873,0.2660453768835873,1.78,2.7,26502885.544587515,103301.39061818873,0.0,101190.0
2014-06-06,0.2990195416650922,0.2990195416650922,0.2835759790396071,0.2835759790396071,-1.2,2.03,23862767.06315354,96806.52670864708,0.0,99989.0
2014-06-09,0.29404069973750724,0.29404069973750724,0.27462905618325956,0.2768541087436031,-0.94,1.42,25609683.223903377,100073.48916426249,0.0,96354.0
2014-06-10,0.2841124947537899,0.3033935986146856,0.2652122490568405,0.27423001955733656,1.51,2.35,33098722.13205626,126196.43419638912,0.0,120851.0
2014-06-11,0.29530408406519765,0.29530408406519765,0.2839794492683663,0.2839794492683663,0.11,0.89,27663134.72966976,105419.86011248332,0.0,102595.0
2014-06-12,0.283898139778255,0.29667575488898745,0.283898139778255,0.29667575488898745,0.36,1.22,32296099.612829525,126032.83381689973,0.0,116830.0
2014-06-13,0.2900169944758495,0.31776614951385673,0.2900169944758495,0.31776614951385673,1.35,2.22,33460740.1916267,132865.20810742467,0.0,124104.0
2014-06-16,0.31492043210065873,0.3249561271135556,0.30438455087673355,0.30438455087673355,1.12,1.43,36250809.962712966,146812.33974972015,0.0,130625.0
2014-06-17,0.282919183703969,0.2986074163297498,0.282919183703969,0.295370647912929,-1.37,1.23,32406631.51518891,132859.19460709614,0.0,127316.0
2014-06-18,0.32900003077516704,0.32900003077516704,0.29137318042762744,0.29137318042762744,1.0,1.77,30089568.45742812,112439.92088434732,0.0,115199.0
2014-06-19,0.24677512649822608,0.2883648916884807,0.24677512649822608,0.27372152201492655,-4.04,5.26,37423929.47313867,143677.08579151376,0.0,138612.0
2014-06-20,0.2848095474272114,0.29723528151921425,0.2664283069838088,0.2742734007663811,1.95,2.09,26552412.104818933,98003.07417170351,0.0,96491.0
2014-06-23,0.30852807576824254,0.3264744124581695,0.2944164588620758,0.3226422169667736,1.58,1.76,29364117.570193086,107836.91808839285,0.0,105717.0
2014-06-24,0.30896605457929643,0.30896605457929643,0.2987294260959606,0.2987294260959606,0.49,0.97,26761393.286813017,99916.18583983241,0.0,99501.0
2014-06-25,0.32041241255808095,0.32041241255808095,0.2901304002685606,0.2901304002685606,-1.57,1.85,27573586.29608838,104824.55568049455,0.0,105051.0
2014-06-26,0.30211611017952467,0.30211611017952467,0.2554363295128573,0.28767891257453215,2.56,2.93,33751276.65777834,126707.66197565295,0.0,123363.0
2014-06-27,0.28710132570074204,0.3183174522021048,0.28710132570074204,0.3183174522021048,1.36,2.55,36846380.88105351,137797.24674297418,0.0,133036.0
2014-06-30,0.3074890397849952,0.33652675249527675,0.2983469980764683,0.2983469980764683,4.04,4.06,69430588.0490112,270297.2149567797,0.0,227423.0
2014-07-01,0.3205007814287863,0.3253376800847874,0.3068572127891855,0.31986609006490135,0.5,1.76,64598922.76103396,244696.55633841778,0.0,224442.0
2014-07-02,0.30768759670949564,0.33554792129038713,0.30768759670949564,0.33554792129038713,2.28,3.33,74234790.19163151,291206.8297103203,0.0,263816.0
2014-07-03,0.29950935870060913,0.34044468557015234,0.29889465337459536,0.29889465337459536,-1.16,1.05,46806311.49147557,180582.4723166196,0.0,174460.0
2014-07-04,0.30029760261021055,0.35165009822432275,0.30029760261021055,0.35165009822432275,-1.18,1.45,39532017.15506718,148971.47527248197,0.0,148020.0
2014-07-07,0.3093234588299807,0.3292734541664363,0.3093234588299807,0.31390846919852006,2.06,2.68,68193949.1283942,255326.69149033597,0.0,229219.0
2014-07-08,0.3146985906514913,0.35989342809425023,0.3146985906514913,0.3177323198561382,1.09,2.07,66325394.65189913,247877.5107590853,0.0,232920.0
2014-07-09,0.3407376013081259,0.34145644189631846,0.3252235670472166,0.34145644189631846,1.09,5.57,104515596.20056517,413775.0794745092,0.0,353895.0
2014-07-10,0.33617723659625964,0.3408008951012371,0.3111146527311492,0.33888966277277793,-0.68,2.37,83904952.684648,331464.9941227759,0.0,287608.0
2014-07-11,0.3188623534332783,0.33219260549882895,0.3188623534332783,0.328837107278596,1.17,2.73,68193233.03510442,263472.3575416654,0.0,240686.0
2014-07-14,0.32951274126897256,0.32951274126897256,0.3151341219007905,0.3151341219007905,-0.22,1.55,52636758.54001192,203823.14236121107,0.0,190408.0
2014-07-15,0.3345756067355943,0.33653844389969106,0.3138251840270451,0.3316630112297584,-1.52,2.86,62352704.55428025,238113.06285019073,0.0,231630.0
2014-07-16,0.3130001310667841,0.3426854270376791,0.29638535823558765,0.31305038388818857,-3.8,3.66,79016425.71868722,276725.50235556666,0.0,263803.0
2014-07-17,0.3355970722757062,0.3355970722757062,0.3097311062652916,0.31253805859372974,0.02,1.96,66913305.30742623,214290.1158409592,0.0,195546.0
2014-07-18,0.3203136680927074,0.3219966355096898,0.310361258486662,0.3219966355096898,-0.05,1.36,53714206.05153493,172189.85149512594,0.0,164219.0
